user_id,group,converted,revenue,signup_date
2627,control,0,0,2024-01-05
2628,control,0,0,2024-01-20
2629,control,0,0,2024-01-29
2630,control,0,0,2024-01-21
2631,control,0,0,2024-01-09
2632,control,0,0,2024-01-28
2633,control,0,0,2024-01-29
2634,control,0,0,2024-01-23
2635,control,0,0,2024-01-08
2636,control,0,0,2024-01-20
2637,control,1,30,2024-01-27
2638,control,0,0,2024-01-08
2639,control,1,30,2024-01-22
2640,control,0,0,2024-01-21
2641,control,0,0,2024-01-29
2642,control,0,0,2024-01-28
2643,control,0,0,2024-01-23
2644,control,0,0,2024-01-06
2645,control,0,0,2024-01-03
2646,control,0,0,2024-01-05
2647,control,1,30,2024-01-09
2648,control,0,0,2024-01-07
2649,control,0,0,2024-01-28
2650,control,0,0,2024-01-04
2651,control,0,0,2024-01-07
2652,control,0,0,2024-01-05
2653,control,0,0,2024-01-11
2654,control,0,0,2024-01-29
2655,control,0,0,2024-01-15
2656,control,0,0,2024-01-02
2657,control,0,0,2024-01-13
2658,control,0,0,2024-01-22
2659,control,0,0,2024-01-16
2660,control,0,0,2024-01-07
2661,control,0,0,2024-01-08
2662,control,0,0,2024-01-06
2663,control,0,0,2024-01-24
2664,control,0,0,2024-01-07
2665,control,0,0,2024-01-18
2666,control,0,0,2024-01-30
2667,control,0,0,2024-01-22
2668,control,0,0,2024-01-25
2669,control,0,0,2024-01-28
2670,control,0,0,2024-01-22
2671,control,0,0,2024-01-20
2672,control,0,0,2024-01-07
2673,control,0,0,2024-01-03
2674,control,0,0,2024-01-05
2675,control,0,0,2024-01-01
2676,control,0,0,2024-01-15
2677,control,0,0,2024-01-26
2678,control,0,0,2024-01-03
2679,control,0,0,2024-01-08
2680,control,0,0,2024-01-25
2681,control,0,0,2024-01-09
2682,control,0,0,2024-01-15
2683,control,0,0,2024-01-10
2684,control,0,0,2024-01-02
2685,control,0,0,2024-01-20
2686,control,0,0,2024-01-05
2687,control,0,0,2024-01-19
2688,control,0,0,2024-01-13
2689,control,0,0,2024-01-11
2690,control,0,0,2024-01-01
2691,control,0,0,2024-01-22
2692,control,0,0,2024-01-30
2693,control,0,0,2024-01-15
2694,control,0,0,2024-01-26
2695,control,1,30,2024-01-18
2696,control,0,0,2024-01-16
2697,control,0,0,2024-01-09
2698,control,0,0,2024-01-01
2699,control,0,0,2024-01-11
2700,control,0,0,2024-01-09
2701,control,0,0,2024-01-23
2702,control,1,30,2024-01-11
2703,control,0,0,2024-01-13
2704,control,0,0,2024-01-26
2705,control,0,0,2024-01-02
2706,control,0,0,2024-01-14
2707,control,0,0,2024-01-06
2708,control,0,0,2024-01-08
2709,control,0,0,2024-01-18
2710,control,0,0,2024-01-16
2711,control,0,0,2024-01-21
2712,control,0,0,2024-01-29
2713,control,0,0,2024-01-12
2714,control,0,0,2024-01-11
2715,control,0,0,2024-01-06
2716,control,0,0,2024-01-03
2717,control,0,0,2024-01-14
2718,control,1,30,2024-01-28
2719,control,0,0,2024-01-02
2720,control,0,0,2024-01-11
2721,control,0,0,2024-01-22
2722,control,0,0,2024-01-03
2723,control,0,0,2024-01-18
2724,control,0,0,2024-01-01
2725,control,0,0,2024-01-30
2726,control,0,0,2024-01-24
2727,control,0,0,2024-01-01
2728,control,0,0,2024-01-12
2729,control,0,0,2024-01-15
2730,control,0,0,2024-01-05
2731,control,0,0,2024-01-27
2732,control,0,0,2024-01-06
2733,control,0,0,2024-01-16
2734,control,1,30,2024-01-27
2735,control,1,30,2024-01-12
2736,control,0,0,2024-01-12
2737,control,1,30,2024-01-03
2738,control,0,0,2024-01-30
2739,control,1,30,2024-01-23
2740,control,0,0,2024-01-02
2741,control,0,0,2024-01-07
2742,control,0,0,2024-01-02
2743,control,0,0,2024-01-21
2744,control,0,0,2024-01-07
2745,control,0,0,2024-01-11
2746,control,0,0,2024-01-11
2747,control,0,0,2024-01-14
2748,control,0,0,2024-01-03
2749,control,0,0,2024-01-14
2750,control,0,0,2024-01-11
2751,control,0,0,2024-01-04
2752,control,0,0,2024-01-17
2753,control,0,0,2024-01-16
2754,control,0,0,2024-01-03
2755,control,1,30,2024-01-25
2756,control,0,0,2024-01-10
2757,control,0,0,2024-01-21
2758,control,0,0,2024-01-15
2759,control,0,0,2024-01-08
2760,control,0,0,2024-01-18
2761,control,0,0,2024-01-03
2762,control,0,0,2024-01-07
2763,control,0,0,2024-01-30
2764,control,0,0,2024-01-10
2765,control,0,0,2024-01-20
2766,control,1,30,2024-01-09
2767,control,0,0,2024-01-14
2768,control,0,0,2024-01-23
2769,control,0,0,2024-01-14
2770,control,0,0,2024-01-11
2771,control,0,0,2024-01-28
2772,control,0,0,2024-01-01
2773,control,0,0,2024-01-04
2774,control,0,0,2024-01-26
2775,control,0,0,2024-01-27
2776,control,0,0,2024-01-06
2777,control,0,0,2024-01-22
2778,control,0,0,2024-01-26
2779,control,0,0,2024-01-22
2780,control,0,0,2024-01-05
2781,control,0,0,2024-01-03
2782,control,0,0,2024-01-02
2783,control,1,30,2024-01-03
2784,control,0,0,2024-01-09
2785,control,0,0,2024-01-19
2786,control,0,0,2024-01-19
2787,control,1,30,2024-01-17
2788,control,0,0,2024-01-18
2789,control,1,30,2024-01-11
2790,control,1,30,2024-01-12
2791,control,0,0,2024-01-03
2792,control,1,30,2024-01-18
2793,control,0,0,2024-01-24
2794,control,0,0,2024-01-06
2795,control,0,0,2024-01-07
2796,control,0,0,2024-01-01
2797,control,0,0,2024-01-06
2798,control,0,0,2024-01-18
2799,control,1,30,2024-01-13
2800,control,0,0,2024-01-22
2801,control,0,0,2024-01-19
2802,control,1,30,2024-01-07
2803,control,1,30,2024-01-19
2804,control,1,30,2024-01-09
2805,control,0,0,2024-01-03
2806,control,1,30,2024-01-23
2807,control,0,0,2024-01-12
2808,control,0,0,2024-01-20
2809,control,0,0,2024-01-24
2810,control,0,0,2024-01-30
2811,control,0,0,2024-01-18
2812,control,0,0,2024-01-08
2813,control,0,0,2024-01-09
2814,control,0,0,2024-01-13
2815,control,0,0,2024-01-08
2816,control,0,0,2024-01-22
2817,control,0,0,2024-01-10
2818,control,0,0,2024-01-17
2819,control,0,0,2024-01-07
2820,control,0,0,2024-01-17
2821,control,1,30,2024-01-23
2822,control,0,0,2024-01-30
2823,control,0,0,2024-01-18
2824,control,0,0,2024-01-24
2825,control,0,0,2024-01-02
2826,control,0,0,2024-01-03
2827,control,0,0,2024-01-29
2828,control,0,0,2024-01-28
2829,control,0,0,2024-01-19
2830,control,0,0,2024-01-01
2831,control,0,0,2024-01-21
2832,control,0,0,2024-01-21
2833,control,0,0,2024-01-10
2834,control,0,0,2024-01-21
2835,control,0,0,2024-01-14
2836,control,1,30,2024-01-13
2837,control,1,30,2024-01-09
2838,control,0,0,2024-01-06
2839,control,0,0,2024-01-06
2840,control,0,0,2024-01-19
2841,control,0,0,2024-01-21
2842,control,0,0,2024-01-10
2843,control,1,30,2024-01-23
2844,control,1,30,2024-01-03
2845,control,0,0,2024-01-18
2846,control,0,0,2024-01-21
2847,control,0,0,2024-01-19
2848,control,0,0,2024-01-05
2849,control,0,0,2024-01-25
2850,control,0,0,2024-01-11
2851,control,0,0,2024-01-10
2852,control,0,0,2024-01-17
2853,control,0,0,2024-01-04
2854,control,1,30,2024-01-26
2855,control,0,0,2024-01-21
2856,control,0,0,2024-01-18
2857,control,0,0,2024-01-28
2858,control,0,0,2024-01-18
2859,control,0,0,2024-01-01
2860,control,0,0,2024-01-14
2861,control,0,0,2024-01-08
2862,control,0,0,2024-01-02
2863,control,1,30,2024-01-19
2864,control,0,0,2024-01-15
2865,control,0,0,2024-01-28
2866,control,0,0,2024-01-02
2867,control,0,0,2024-01-04
2868,control,0,0,2024-01-30
2869,control,0,0,2024-01-01
2870,control,0,0,2024-01-19
2871,control,0,0,2024-01-21
2872,control,1,30,2024-01-10
2873,control,0,0,2024-01-01
2874,control,0,0,2024-01-20
2875,control,0,0,2024-01-22
2876,control,0,0,2024-01-15
2877,control,0,0,2024-01-04
2878,control,0,0,2024-01-07
2879,control,0,0,2024-01-30
2880,control,0,0,2024-01-07
2881,control,0,0,2024-01-22
2882,control,0,0,2024-01-25
2883,control,0,0,2024-01-18
2884,control,0,0,2024-01-13
2885,control,0,0,2024-01-10
2886,control,1,30,2024-01-24
2887,control,0,0,2024-01-08
2888,control,0,0,2024-01-27
2889,control,0,0,2024-01-10
2890,control,0,0,2024-01-14
2891,control,0,0,2024-01-14
2892,control,0,0,2024-01-27
2893,control,0,0,2024-01-20
2894,control,0,0,2024-01-22
2895,control,0,0,2024-01-11
2896,control,0,0,2024-01-06
2897,control,0,0,2024-01-21
2898,control,0,0,2024-01-30
2899,control,0,0,2024-01-01
2900,control,0,0,2024-01-19
2901,control,0,0,2024-01-07
2902,control,0,0,2024-01-24
2903,control,0,0,2024-01-18
2904,control,0,0,2024-01-03
2905,control,0,0,2024-01-20
2906,control,0,0,2024-01-30
2907,control,1,30,2024-01-11
2908,control,0,0,2024-01-05
2909,control,0,0,2024-01-19
2910,control,0,0,2024-01-21
2911,control,0,0,2024-01-24
2912,control,0,0,2024-01-24
2913,control,0,0,2024-01-30
2914,control,1,30,2024-01-02
2915,control,0,0,2024-01-22
2916,control,0,0,2024-01-04
2917,control,0,0,2024-01-25
2918,control,0,0,2024-01-10
2919,control,0,0,2024-01-02
2920,control,0,0,2024-01-08
2921,control,0,0,2024-01-01
2922,control,0,0,2024-01-27
2923,control,0,0,2024-01-06
2924,control,0,0,2024-01-11
2925,control,0,0,2024-01-27
2926,control,1,30,2024-01-30
2927,control,0,0,2024-01-28
2928,control,1,30,2024-01-10
2929,control,0,0,2024-01-13
2930,control,0,0,2024-01-01
2931,control,0,0,2024-01-02
2932,control,0,0,2024-01-03
2933,control,0,0,2024-01-09
2934,control,0,0,2024-01-05
2935,control,0,0,2024-01-10
2936,control,0,0,2024-01-10
2937,control,0,0,2024-01-12
2938,control,0,0,2024-01-18
2939,control,1,30,2024-01-26
2940,control,0,0,2024-01-21
2941,control,0,0,2024-01-21
2942,control,0,0,2024-01-01
2943,control,0,0,2024-01-03
2944,control,0,0,2024-01-05
2945,control,0,0,2024-01-25
2946,control,0,0,2024-01-26
2947,control,0,0,2024-01-17
2948,control,0,0,2024-01-08
2949,control,0,0,2024-01-17
2950,control,1,30,2024-01-09
2951,control,0,0,2024-01-06
2952,control,0,0,2024-01-17
2953,control,0,0,2024-01-08
2954,control,0,0,2024-01-21
2955,control,1,30,2024-01-07
2956,control,0,0,2024-01-07
2957,control,0,0,2024-01-15
2958,control,0,0,2024-01-07
2959,control,0,0,2024-01-22
2960,control,0,0,2024-01-27
2961,control,0,0,2024-01-08
2962,control,0,0,2024-01-09
2963,control,0,0,2024-01-28
2964,control,1,30,2024-01-15
2965,control,0,0,2024-01-02
2966,control,0,0,2024-01-07
2967,control,0,0,2024-01-15
2968,control,0,0,2024-01-18
2969,control,1,30,2024-01-22
2970,control,0,0,2024-01-18
2971,control,0,0,2024-01-10
2972,control,0,0,2024-01-22
2973,control,0,0,2024-01-18
2974,control,0,0,2024-01-01
2975,control,0,0,2024-01-07
2976,control,0,0,2024-01-03
2977,control,0,0,2024-01-14
2978,control,0,0,2024-01-12
2979,control,0,0,2024-01-14
2980,control,1,30,2024-01-29
2981,control,0,0,2024-01-04
2982,control,0,0,2024-01-13
2983,control,0,0,2024-01-16
2984,control,0,0,2024-01-16
2985,control,0,0,2024-01-22
2986,control,1,30,2024-01-05
2987,control,0,0,2024-01-20
2988,control,0,0,2024-01-25
2989,control,0,0,2024-01-06
2990,control,0,0,2024-01-06
2991,control,0,0,2024-01-18
2992,control,0,0,2024-01-06
2993,control,0,0,2024-01-07
2994,control,0,0,2024-01-24
2995,control,0,0,2024-01-30
2996,control,0,0,2024-01-24
2997,control,0,0,2024-01-16
2998,control,0,0,2024-01-09
2999,control,0,0,2024-01-26
3000,control,0,0,2024-01-27
3001,control,0,0,2024-01-13
3002,control,0,0,2024-01-12
3003,control,0,0,2024-01-19
3004,control,0,0,2024-01-26
3005,control,0,0,2024-01-23
3006,control,0,0,2024-01-23
3007,control,1,30,2024-01-01
3008,control,0,0,2024-01-08
3009,control,0,0,2024-01-04
3010,control,0,0,2024-01-21
3011,control,0,0,2024-01-30
3012,control,0,0,2024-01-22
3013,control,0,0,2024-01-19
3014,control,0,0,2024-01-21
3015,control,0,0,2024-01-26
3016,control,0,0,2024-01-05
3017,control,0,0,2024-01-17
3018,control,0,0,2024-01-03
3019,control,0,0,2024-01-19
3020,control,0,0,2024-01-01
3021,control,0,0,2024-01-29
3022,control,0,0,2024-01-23
3023,control,0,0,2024-01-01
3024,control,0,0,2024-01-23
3025,control,0,0,2024-01-20
3026,control,0,0,2024-01-09
3027,control,1,30,2024-01-23
3028,control,0,0,2024-01-05
3029,control,0,0,2024-01-07
3030,control,0,0,2024-01-25
3031,control,0,0,2024-01-26
3032,control,0,0,2024-01-06
3033,control,0,0,2024-01-17
3034,control,0,0,2024-01-22
3035,control,0,0,2024-01-17
3036,control,0,0,2024-01-13
3037,control,0,0,2024-01-12
3038,control,1,30,2024-01-04
3039,control,0,0,2024-01-30
3040,control,0,0,2024-01-08
3041,control,0,0,2024-01-05
3042,control,1,30,2024-01-05
3043,control,0,0,2024-01-13
3044,control,0,0,2024-01-26
3045,control,0,0,2024-01-11
3046,control,0,0,2024-01-08
3047,control,0,0,2024-01-08
3048,control,0,0,2024-01-01
3049,control,0,0,2024-01-13
3050,control,0,0,2024-01-29
3051,control,0,0,2024-01-05
3052,control,0,0,2024-01-28
3053,control,0,0,2024-01-21
3054,control,0,0,2024-01-08
3055,control,0,0,2024-01-17
3056,control,1,30,2024-01-23
3057,control,0,0,2024-01-23
3058,control,0,0,2024-01-13
3059,control,0,0,2024-01-09
3060,control,1,30,2024-01-02
3061,control,0,0,2024-01-19
3062,control,0,0,2024-01-20
3063,control,0,0,2024-01-17
3064,control,0,0,2024-01-07
3065,control,0,0,2024-01-30
3066,control,0,0,2024-01-26
3067,control,0,0,2024-01-03
3068,control,1,30,2024-01-19
3069,control,0,0,2024-01-19
3070,control,0,0,2024-01-24
3071,control,0,0,2024-01-09
3072,control,0,0,2024-01-10
3073,control,0,0,2024-01-29
3074,control,0,0,2024-01-14
3075,control,0,0,2024-01-18
3076,control,0,0,2024-01-26
3077,control,1,30,2024-01-15
3078,control,0,0,2024-01-26
3079,control,0,0,2024-01-01
3080,control,1,30,2024-01-30
3081,control,0,0,2024-01-25
3082,control,0,0,2024-01-06
3083,control,0,0,2024-01-30
3084,control,0,0,2024-01-15
3085,control,0,0,2024-01-25
3086,control,0,0,2024-01-06
3087,control,0,0,2024-01-18
3088,control,0,0,2024-01-01
3089,control,0,0,2024-01-30
3090,control,0,0,2024-01-24
3091,control,0,0,2024-01-03
3092,control,1,30,2024-01-17
3093,control,0,0,2024-01-16
3094,control,0,0,2024-01-08
3095,control,0,0,2024-01-28
3096,control,0,0,2024-01-17
3097,control,1,30,2024-01-08
3098,control,0,0,2024-01-17
3099,control,0,0,2024-01-25
3100,control,0,0,2024-01-30
3101,control,0,0,2024-01-09
3102,control,0,0,2024-01-12
3103,control,1,30,2024-01-29
3104,control,0,0,2024-01-25
3105,control,0,0,2024-01-19
3106,control,0,0,2024-01-04
3107,control,0,0,2024-01-21
3108,control,0,0,2024-01-22
3109,control,0,0,2024-01-25
3110,control,0,0,2024-01-29
3111,control,0,0,2024-01-11
3112,control,0,0,2024-01-28
3113,control,0,0,2024-01-04
3114,control,0,0,2024-01-14
3115,control,0,0,2024-01-14
3116,control,0,0,2024-01-06
3117,control,0,0,2024-01-29
3118,control,0,0,2024-01-17
3119,control,0,0,2024-01-02
3120,control,0,0,2024-01-08
3121,control,0,0,2024-01-04
3122,control,0,0,2024-01-10
3123,control,0,0,2024-01-07
3124,control,0,0,2024-01-04
3125,control,0,0,2024-01-16
3126,control,0,0,2024-01-14
3127,control,0,0,2024-01-16
3128,control,0,0,2024-01-25
3129,control,1,30,2024-01-09
3130,control,0,0,2024-01-04
3131,control,0,0,2024-01-29
3132,control,0,0,2024-01-24
3133,control,1,30,2024-01-06
3134,control,0,0,2024-01-01
3135,control,0,0,2024-01-07
3136,control,0,0,2024-01-01
3137,control,0,0,2024-01-19
3138,control,0,0,2024-01-08
3139,control,0,0,2024-01-25
3140,control,0,0,2024-01-03
3141,control,0,0,2024-01-01
3142,control,1,30,2024-01-01
3143,control,0,0,2024-01-07
3144,control,0,0,2024-01-21
3145,control,0,0,2024-01-13
3146,control,0,0,2024-01-30
3147,control,0,0,2024-01-01
3148,control,0,0,2024-01-16
3149,control,0,0,2024-01-22
3150,control,0,0,2024-01-30
3151,control,0,0,2024-01-22
3152,control,0,0,2024-01-14
3153,control,0,0,2024-01-04
3154,control,0,0,2024-01-23
3155,control,0,0,2024-01-23
3156,control,0,0,2024-01-12
3157,control,1,30,2024-01-25
3158,control,0,0,2024-01-12
3159,control,0,0,2024-01-17
3160,control,0,0,2024-01-21
3161,control,0,0,2024-01-15
3162,control,0,0,2024-01-10
3163,control,0,0,2024-01-03
3164,control,0,0,2024-01-23
3165,control,0,0,2024-01-20
3166,control,0,0,2024-01-20
3167,control,1,30,2024-01-29
3168,control,0,0,2024-01-12
3169,control,0,0,2024-01-01
3170,control,0,0,2024-01-01
3171,control,0,0,2024-01-10
3172,control,0,0,2024-01-18
3173,control,0,0,2024-01-15
3174,control,0,0,2024-01-02
3175,control,0,0,2024-01-17
3176,control,0,0,2024-01-08
3177,control,0,0,2024-01-22
3178,control,0,0,2024-01-22
3179,control,0,0,2024-01-26
3180,control,0,0,2024-01-26
3181,control,0,0,2024-01-09
3182,control,0,0,2024-01-21
3183,control,0,0,2024-01-20
3184,control,0,0,2024-01-11
3185,control,0,0,2024-01-06
3186,control,0,0,2024-01-24
3187,control,0,0,2024-01-14
3188,control,0,0,2024-01-01
3189,control,0,0,2024-01-07
3190,control,0,0,2024-01-24
3191,control,0,0,2024-01-09
3192,control,1,30,2024-01-11
3193,control,1,30,2024-01-24
3194,control,0,0,2024-01-23
3195,control,0,0,2024-01-16
3196,control,0,0,2024-01-19
3197,control,1,30,2024-01-02
3198,control,0,0,2024-01-15
3199,control,0,0,2024-01-03
3200,control,0,0,2024-01-04
3201,control,0,0,2024-01-20
3202,control,0,0,2024-01-22
3203,control,0,0,2024-01-28
3204,control,0,0,2024-01-07
3205,control,0,0,2024-01-12
3206,control,0,0,2024-01-04
3207,control,0,0,2024-01-10
3208,control,0,0,2024-01-06
3209,control,0,0,2024-01-25
3210,control,0,0,2024-01-30
3211,control,0,0,2024-01-22
3212,control,0,0,2024-01-14
3213,control,0,0,2024-01-03
3214,control,0,0,2024-01-17
3215,control,0,0,2024-01-11
3216,control,0,0,2024-01-10
3217,control,0,0,2024-01-26
3218,control,0,0,2024-01-29
3219,control,0,0,2024-01-21
3220,control,0,0,2024-01-10
3221,control,0,0,2024-01-10
3222,control,0,0,2024-01-03
3223,control,0,0,2024-01-24
3224,control,0,0,2024-01-26
3225,control,0,0,2024-01-15
3226,control,0,0,2024-01-17
3227,control,0,0,2024-01-27
3228,control,0,0,2024-01-18
3229,control,0,0,2024-01-19
3230,control,0,0,2024-01-19
3231,control,0,0,2024-01-12
3232,control,0,0,2024-01-24
3233,control,0,0,2024-01-05
3234,control,0,0,2024-01-24
3235,control,0,0,2024-01-27
3236,control,0,0,2024-01-16
3237,control,0,0,2024-01-30
3238,control,1,30,2024-01-15
3239,control,0,0,2024-01-15
3240,control,0,0,2024-01-27
3241,control,0,0,2024-01-06
3242,control,0,0,2024-01-12
3243,control,0,0,2024-01-02
3244,control,0,0,2024-01-27
3245,control,0,0,2024-01-20
3246,control,0,0,2024-01-09
3247,control,0,0,2024-01-04
3248,control,0,0,2024-01-05
3249,control,0,0,2024-01-21
3250,control,0,0,2024-01-26
3251,control,0,0,2024-01-08
3252,control,0,0,2024-01-22
3253,control,0,0,2024-01-10
3254,control,0,0,2024-01-07
3255,control,0,0,2024-01-22
3256,control,0,0,2024-01-14
3257,control,0,0,2024-01-30
3258,control,0,0,2024-01-30
3259,control,0,0,2024-01-05
3260,control,0,0,2024-01-16
3261,control,0,0,2024-01-15
3262,control,0,0,2024-01-05
3263,control,0,0,2024-01-03
3264,control,0,0,2024-01-23
3265,control,0,0,2024-01-29
3266,control,0,0,2024-01-10
3267,control,0,0,2024-01-05
3268,control,0,0,2024-01-23
3269,control,0,0,2024-01-15
3270,control,0,0,2024-01-18
3271,control,0,0,2024-01-25
3272,control,0,0,2024-01-08
3273,control,0,0,2024-01-21
3274,control,0,0,2024-01-02
3275,control,0,0,2024-01-22
3276,control,0,0,2024-01-08
3277,control,0,0,2024-01-23
3278,control,0,0,2024-01-08
3279,control,0,0,2024-01-04
3280,control,0,0,2024-01-30
3281,control,0,0,2024-01-19
3282,control,0,0,2024-01-23
3283,control,0,0,2024-01-18
3284,control,0,0,2024-01-30
3285,control,0,0,2024-01-21
3286,control,0,0,2024-01-29
3287,control,0,0,2024-01-23
3288,control,0,0,2024-01-01
3289,control,1,30,2024-01-20
3290,control,0,0,2024-01-15
3291,control,0,0,2024-01-18
3292,control,0,0,2024-01-22
3293,control,0,0,2024-01-12
3294,control,0,0,2024-01-01
3295,control,1,30,2024-01-07
3296,control,0,0,2024-01-19
3297,control,0,0,2024-01-28
3298,control,0,0,2024-01-01
3299,control,0,0,2024-01-24
3300,control,0,0,2024-01-07
3301,control,0,0,2024-01-02
3302,control,1,30,2024-01-07
3303,control,0,0,2024-01-19
3304,control,0,0,2024-01-13
3305,control,0,0,2024-01-25
3306,control,0,0,2024-01-24
3307,control,0,0,2024-01-05
3308,control,0,0,2024-01-23
3309,control,0,0,2024-01-19
3310,control,0,0,2024-01-01
3311,control,0,0,2024-01-01
3312,control,0,0,2024-01-27
3313,control,0,0,2024-01-18
3314,control,0,0,2024-01-24
3315,control,0,0,2024-01-01
3316,control,0,0,2024-01-27
3317,control,0,0,2024-01-28
3318,control,0,0,2024-01-05
3319,control,0,0,2024-01-09
3320,control,0,0,2024-01-12
3321,control,0,0,2024-01-09
3322,control,0,0,2024-01-18
3323,control,0,0,2024-01-23
3324,control,0,0,2024-01-11
3325,control,0,0,2024-01-01
3326,control,0,0,2024-01-19
3327,control,0,0,2024-01-22
3328,control,0,0,2024-01-25
3329,control,0,0,2024-01-10
3330,control,0,0,2024-01-02
3331,control,0,0,2024-01-07
3332,control,0,0,2024-01-20
3333,control,0,0,2024-01-02
3334,control,0,0,2024-01-19
3335,control,0,0,2024-01-06
3336,control,0,0,2024-01-10
3337,control,1,30,2024-01-09
3338,control,0,0,2024-01-08
3339,control,0,0,2024-01-26
3340,control,0,0,2024-01-30
3341,control,0,0,2024-01-11
3342,control,0,0,2024-01-09
3343,control,0,0,2024-01-20
3344,control,0,0,2024-01-28
3345,control,0,0,2024-01-20
3346,control,0,0,2024-01-09
3347,control,0,0,2024-01-08
3348,control,0,0,2024-01-28
3349,control,0,0,2024-01-15
3350,control,0,0,2024-01-02
3351,control,0,0,2024-01-24
3352,control,0,0,2024-01-01
3353,control,1,30,2024-01-09
3354,control,0,0,2024-01-09
3355,control,0,0,2024-01-13
3356,control,0,0,2024-01-08
3357,control,0,0,2024-01-27
3358,control,0,0,2024-01-21
3359,control,0,0,2024-01-05
3360,control,0,0,2024-01-29
3361,control,0,0,2024-01-03
3362,control,0,0,2024-01-21
3363,control,0,0,2024-01-04
3364,control,0,0,2024-01-17
3365,control,1,30,2024-01-16
3366,control,0,0,2024-01-16
3367,control,0,0,2024-01-25
3368,control,0,0,2024-01-26
3369,control,0,0,2024-01-30
3370,control,0,0,2024-01-20
3371,control,0,0,2024-01-03
3372,control,0,0,2024-01-06
3373,control,0,0,2024-01-01
3374,control,0,0,2024-01-21
3375,control,0,0,2024-01-16
3376,control,0,0,2024-01-15
3377,control,0,0,2024-01-07
3378,control,0,0,2024-01-02
3379,control,0,0,2024-01-10
3380,control,0,0,2024-01-25
3381,control,0,0,2024-01-28
3382,control,0,0,2024-01-15
3383,control,0,0,2024-01-06
3384,control,0,0,2024-01-02
3385,control,0,0,2024-01-24
3386,control,0,0,2024-01-24
3387,control,0,0,2024-01-17
3388,control,0,0,2024-01-28
3389,control,0,0,2024-01-01
3390,control,0,0,2024-01-01
3391,control,0,0,2024-01-28
3392,control,0,0,2024-01-04
3393,control,0,0,2024-01-20
3394,control,0,0,2024-01-16
3395,control,1,30,2024-01-08
3396,control,1,30,2024-01-01
3397,control,0,0,2024-01-26
3398,control,0,0,2024-01-19
3399,control,0,0,2024-01-11
3400,control,0,0,2024-01-17
3401,control,0,0,2024-01-25
3402,control,0,0,2024-01-10
3403,control,1,30,2024-01-12
3404,control,0,0,2024-01-09
3405,control,0,0,2024-01-07
3406,control,0,0,2024-01-29
3407,control,0,0,2024-01-12
3408,control,1,30,2024-01-15
3409,control,0,0,2024-01-08
3410,control,0,0,2024-01-17
3411,control,0,0,2024-01-05
3412,control,0,0,2024-01-14
3413,control,0,0,2024-01-02
3414,control,0,0,2024-01-16
3415,control,0,0,2024-01-29
3416,control,0,0,2024-01-17
3417,control,0,0,2024-01-03
3418,control,0,0,2024-01-23
3419,control,0,0,2024-01-01
3420,control,0,0,2024-01-27
3421,control,0,0,2024-01-18
3422,control,0,0,2024-01-18
3423,control,0,0,2024-01-04
3424,control,0,0,2024-01-15
3425,control,0,0,2024-01-28
3426,control,0,0,2024-01-19
3427,control,0,0,2024-01-19
3428,control,0,0,2024-01-10
3429,control,0,0,2024-01-05
3430,control,0,0,2024-01-19
3431,control,0,0,2024-01-11
3432,control,1,30,2024-01-07
3433,control,0,0,2024-01-05
3434,control,0,0,2024-01-20
3435,control,0,0,2024-01-12
3436,control,0,0,2024-01-19
3437,control,0,0,2024-01-15
3438,control,0,0,2024-01-12
3439,control,1,30,2024-01-04
3440,control,1,30,2024-01-30
3441,control,0,0,2024-01-12
3442,control,0,0,2024-01-18
3443,control,0,0,2024-01-17
3444,control,1,30,2024-01-19
3445,control,1,30,2024-01-16
3446,control,0,0,2024-01-11
3447,control,0,0,2024-01-02
3448,control,0,0,2024-01-16
3449,control,0,0,2024-01-01
3450,control,0,0,2024-01-17
3451,control,0,0,2024-01-18
3452,control,0,0,2024-01-29
3453,control,0,0,2024-01-29
3454,control,0,0,2024-01-25
3455,control,1,30,2024-01-29
3456,control,0,0,2024-01-13
3457,control,0,0,2024-01-05
3458,control,0,0,2024-01-25
3459,control,0,0,2024-01-24
3460,control,0,0,2024-01-29
3461,control,0,0,2024-01-27
3462,control,0,0,2024-01-06
3463,control,0,0,2024-01-01
3464,control,0,0,2024-01-10
3465,control,0,0,2024-01-05
3466,control,0,0,2024-01-28
3467,control,0,0,2024-01-01
3468,control,0,0,2024-01-23
3469,control,0,0,2024-01-26
3470,control,0,0,2024-01-30
3471,control,0,0,2024-01-11
3472,control,0,0,2024-01-24
3473,control,0,0,2024-01-24
3474,control,0,0,2024-01-07
3475,control,0,0,2024-01-18
3476,control,0,0,2024-01-21
3477,control,1,30,2024-01-20
3478,control,0,0,2024-01-21
3479,control,0,0,2024-01-10
3480,control,0,0,2024-01-25
3481,control,0,0,2024-01-15
3482,control,0,0,2024-01-04
3483,control,0,0,2024-01-16
3484,control,1,30,2024-01-15
3485,control,0,0,2024-01-15
3486,control,0,0,2024-01-12
3487,control,0,0,2024-01-08
3488,control,0,0,2024-01-08
3489,control,0,0,2024-01-18
3490,control,0,0,2024-01-30
3491,control,0,0,2024-01-06
3492,control,0,0,2024-01-05
3493,control,0,0,2024-01-02
3494,control,0,0,2024-01-12
3495,control,0,0,2024-01-26
3496,control,0,0,2024-01-04
3497,control,0,0,2024-01-23
3498,control,0,0,2024-01-13
3499,control,0,0,2024-01-17
